NAME                                    READY   STATUS     RESTARTS   AGE
user-service-6bc99c8d97-dktts           0/1     Running            2 (21s ago)   2m14s
transaction-service-5445767f6b-9xfzc    0/1     Error              1 (67s ago)   2m28s
rewards-service-df546b9c7-f79j6         0/1     Error              2 (56s ago)   2m34s
transaction-service-5445767f6b-9xfzc    0/1     CrashLoopBackOff   1 (14s ago)   2m41s
rewards-service-df546b9c7-f79j6         0/1     CrashLoopBackOff   2 (7s ago)    2m40s
transaction-service-5445767f6b-9xfzc    0/1     Running            2 (16s ago)   2m43s
wallet-service-667f6fd6fd-gptb4         0/1     Error              1 (73s ago)   2m50s
user-service-6bc99c8d97-dktts           0/1     Error              2 (60s ago)   2m53s
user-service-6bc99c8d97-dktts           0/1     CrashLoopBackOff   2 (8s ago)    3m
wallet-service-667f6fd6fd-gptb4         0/1     CrashLoopBackOff   1 (10s ago)   3m
wallet-service-667f6fd6fd-gptb4         0/1     Running            2 (13s ago)   3m3s
rewards-service-df546b9c7-f79j6         0/1     Running            3 (32s ago)   3m5s
notification-service-7b66cd6f8f-dzk5x   0/1     Error              1 (84s ago)   3m13s
user-service-6bc99c8d97-dktts           0/1     Running            3 (23s ago)   3m15s
payment-service-6cc97f568c-p4s6c        0/1     Error              1 (67s ago)   3m15s
notification-service-7b66cd6f8f-dzk5x   0/1     CrashLoopBackOff   1 (8s ago)    3m20s
payment-service-6cc97f568c-p4s6c        0/1     CrashLoopBackOff   1 (6s ago)    3m20s
kyc-service-858cc454fb-2wbjz            0/1     Error              1 (83s ago)   3m2s
transaction-service-5445767f6b-9xfzc    0/1     Error              2 (68s ago)   3m35s
payment-service-6cc97f568c-p4s6c        0/1     Running            2 (21s ago)   3m35s
admin-service-86864d7fc4-ddhv7          0/1     Error              1 (88s ago)   3m8s
notification-service-7b66cd6f8f-dzk5x   0/1     Running            2 (25s ago)   3m37s
transaction-service-5445767f6b-9xfzc    0/1     CrashLoopBackOff   2 (6s ago)    3m41s
kyc-service-858cc454fb-2wbjz            0/1     CrashLoopBackOff   1 (11s ago)   3m12s
rewards-service-df546b9c7-f79j6         0/1     Error              3 (69s ago)   3m42s
user-service-6bc99c8d97-dktts           0/1     Error              3 (52s ago)   3m44s
kyc-service-858cc454fb-2wbjz            0/1     Running            2 (13s ago)   3m14s
admin-service-86864d7fc4-ddhv7          0/1     CrashLoopBackOff   1 (14s ago)   3m21s
admin-service-86864d7fc4-ddhv7          0/1     Running            2 (15s ago)   3m22s
rewards-service-df546b9c7-f79j6         0/1     CrashLoopBackOff   3 (13s ago)   3m55s
user-service-6bc99c8d97-dktts           0/1     CrashLoopBackOff   3 (15s ago)   3m59s
wallet-service-667f6fd6fd-gptb4         0/1     Error              2 (71s ago)   4m1s
transaction-service-5445767f6b-9xfzc    0/1     Running            3 (32s ago)   4m7s
wallet-service-667f6fd6fd-gptb4         0/1     CrashLoopBackOff   2 (13s ago)   4m13s
wallet-service-667f6fd6fd-gptb4         0/1     Running            3 (22s ago)   4m22s
payment-service-6cc97f568c-p4s6c        0/1     Error              2 (72s ago)   4m26s
user-service-6bc99c8d97-dktts           0/1     Running            4 (45s ago)   4m29s
rewards-service-df546b9c7-f79j6         0/1     Running            4 (49s ago)   4m31s
payment-service-6cc97f568c-p4s6c        0/1     CrashLoopBackOff   2 (13s ago)   4m38s
payment-service-6cc97f568c-p4s6c        0/1     Running            3 (28s ago)   4m53s
notification-service-7b66cd6f8f-dzk5x   0/1     Error              2 (102s ago)   4m54s
kyc-service-858cc454fb-2wbjz            0/1     Error              2 (86s ago)    4m27s
notification-service-7b66cd6f8f-dzk5x   0/1     CrashLoopBackOff   2 (6s ago)     5m
transaction-service-5445767f6b-9xfzc    0/1     Error              3 (87s ago)    5m2s
user-service-6bc99c8d97-dktts           0/1     Error              4 (86s ago)    5m10s
kyc-service-858cc454fb-2wbjz            0/1     CrashLoopBackOff   2 (14s ago)    4m40s
admin-service-86864d7fc4-ddhv7          0/1     Error              2 (96s ago)    4m43s
rewards-service-df546b9c7-f79j6         0/1     Error              4 (91s ago)    5m13s
transaction-service-5445767f6b-9xfzc    0/1     CrashLoopBackOff   3 (14s ago)    5m15s
user-service-6bc99c8d97-dktts           0/1     CrashLoopBackOff   4 (11s ago)    5m20s
rewards-service-df546b9c7-f79j6         0/1     CrashLoopBackOff   4 (8s ago)     5m20s
admin-service-86864d7fc4-ddhv7          0/1     CrashLoopBackOff   2 (13s ago)    4m55s
kyc-service-858cc454fb-2wbjz            0/1     Running            3 (30s ago)    4m56s
wallet-service-667f6fd6fd-gptb4         0/1     Error              3 (85s ago)    5m25s
notification-service-7b66cd6f8f-dzk5x   0/1     Running            3 (35s ago)    5m29s
wallet-service-667f6fd6fd-gptb4         0/1     CrashLoopBackOff   3 (14s ago)    5m38s
admin-service-86864d7fc4-ddhv7          0/1     Running            3 (36s ago)    5m18s
payment-service-6cc97f568c-p4s6c        0/1     Error              3 (84s ago)    5m49s
transaction-service-5445767f6b-9xfzc    0/1     Running            4 (50s ago)    5m51s
payment-service-6cc97f568c-p4s6c        0/1     CrashLoopBackOff   3 (12s ago)    6m
wallet-service-667f6fd6fd-gptb4         0/1     Running            4 (47s ago)    6m11s
user-service-6bc99c8d97-dktts           0/1     Running            5 (84s ago)    6m33s
kyc-service-858cc454fb-2wbjz            0/1     Error              3 (97s ago)    6m3s
transaction-service-5445767f6b-9xfzc    0/1     Error              4 (94s ago)    6m35s
transaction-service-5445767f6b-9xfzc    0/1     CrashLoopBackOff   4 (7s ago)     6m41s
notification-service-7b66cd6f8f-dzk5x   0/1     Error              3 (106s ago)   6m40s
notification-service-7b66cd6f8f-dzk5x   0/1     CrashLoopBackOff   3 (2s ago)     6m41s
rewards-service-df546b9c7-f79j6         0/1     Running            5 (90s ago)    6m42s
kyc-service-858cc454fb-2wbjz            0/1     CrashLoopBackOff   3 (12s ago)    6m14s
payment-service-6cc97f568c-p4s6c        0/1     Running            4 (55s ago)    6m43s
user-service-6bc99c8d97-dktts           0/1     Error              5 (107s ago)   6m56s
admin-service-86864d7fc4-ddhv7          0/1     Error              3 (105s ago)   6m27s
user-service-6bc99c8d97-dktts           0/1     CrashLoopBackOff   5 (5s ago)     7m
wallet-service-667f6fd6fd-gptb4         0/1     Error              4 (97s ago)    7m1s
admin-service-86864d7fc4-ddhv7          0/1     CrashLoopBackOff   3 (12s ago)    6m39s
rewards-service-df546b9c7-f79j6         0/1     Error              5 (2m2s ago)   7m14s
wallet-service-667f6fd6fd-gptb4         0/1     CrashLoopBackOff   4 (16s ago)    7m16s
kyc-service-858cc454fb-2wbjz            0/1     Running            4 (48s ago)    6m50s
rewards-service-df546b9c7-f79j6         0/1     CrashLoopBackOff   5 (7s ago)     7m20s
notification-service-7b66cd6f8f-dzk5x   0/1     Running            4 (46s ago)    7m25s
payment-service-6cc97f568c-p4s6c        0/1     Error              4 (107s ago)   7m35s
payment-service-6cc97f568c-p4s6c        0/1     CrashLoopBackOff   4 (6s ago)     7m40s
admin-service-86864d7fc4-ddhv7          0/1     Running            4 (49s ago)    7m16s
transaction-service-5445767f6b-9xfzc    0/1     Running            5 (88s ago)    8m2s
wallet-service-667f6fd6fd-gptb4         0/1     Running            5 (83s ago)    8m23s
kyc-service-858cc454fb-2wbjz            0/1     Error              4 (112s ago)   7m54s
kyc-service-858cc454fb-2wbjz            0/1     CrashLoopBackOff   4 (6s ago)     8m
notification-service-7b66cd6f8f-dzk5x   0/1     Error              4 (115s ago)   8m34s
notification-service-7b66cd6f8f-dzk5x   0/1     CrashLoopBackOff   4 (8s ago)     8m40s
transaction-service-5445767f6b-9xfzc    0/1     Error              5 (2m11s ago)   8m45s
admin-service-86864d7fc4-ddhv7          0/1     Error              4 (119s ago)    8m26s
transaction-service-5445767f6b-9xfzc    0/1     CrashLoopBackOff   5 (12s ago)     8m56s
payment-service-6cc97f568c-p4s6c        0/1     Running            5 (87s ago)     9m1s
admin-service-86864d7fc4-ddhv7          0/1     CrashLoopBackOff   4 (14s ago)     8m39s
wallet-service-667f6fd6fd-gptb4         0/1     Error              5 (2m15s ago)   9m15s
wallet-service-667f6fd6fd-gptb4         0/1     CrashLoopBackOff   5 (6s ago)      9m20s
user-service-6bc99c8d97-dktts           0/1     Running            6 (2m43s ago)   9m38s
payment-service-6cc97f568c-p4s6c        0/1     Error              5 (2m18s ago)   9m52s
kyc-service-858cc454fb-2wbjz            0/1     Running            5 (92s ago)     9m26s
user-service-6bc99c8d97-dktts           0/1     Error              6 (3m6s ago)    10m
payment-service-6cc97f568c-p4s6c        0/1     CrashLoopBackOff   5 (9s ago)      10m
rewards-service-df546b9c7-f79j6         0/1     Running            6 (2m48s ago)   10m
notification-service-7b66cd6f8f-dzk5x   0/1     Running            5 (91s ago)     10m
user-service-6bc99c8d97-dktts           0/1     CrashLoopBackOff   6 (12s ago)     10m
admin-service-86864d7fc4-ddhv7          0/1     Running            5 (86s ago)     9m51s
rewards-service-df546b9c7-f79j6         0/1     Error              6 (3m20s ago)   10m
rewards-service-df546b9c7-f79j6         0/1     CrashLoopBackOff   6 (8s ago)      10m
kyc-service-858cc454fb-2wbjz            0/1     Error              5 (2m39s ago)   10m
kyc-service-858cc454fb-2wbjz            0/1     CrashLoopBackOff   5 (7s ago)      10m
notification-service-7b66cd6f8f-dzk5x   0/1     Error              5 (2m42s ago)   11m
notification-service-7b66cd6f8f-dzk5x   0/1     CrashLoopBackOff   5 (7s ago)      11m
admin-service-86864d7fc4-ddhv7          0/1     Error              5 (2m33s ago)   10m
admin-service-86864d7fc4-ddhv7          0/1     CrashLoopBackOff   5 (2s ago)      11m
transaction-service-5445767f6b-9xfzc    0/1     Running            6 (2m48s ago)   11m
wallet-service-667f6fd6fd-gptb4         0/1     Running            6 (2m53s ago)   12m
transaction-service-5445767f6b-9xfzc    0/1     Error              6 (3m30s ago)   12m
transaction-service-5445767f6b-9xfzc    0/1     CrashLoopBackOff   6 (7s ago)      12m
payment-service-6cc97f568c-p4s6c        0/1     Running            6 (2m53s ago)   12m
wallet-service-667f6fd6fd-gptb4         0/1     Error              6 (3m44s ago)   12m
wallet-service-667f6fd6fd-gptb4         0/1     CrashLoopBackOff   6 (2s ago)      13m
payment-service-6cc97f568c-p4s6c        0/1     Error              6 (3m44s ago)   13m
payment-service-6cc97f568c-p4s6c        0/1     CrashLoopBackOff   6 (6s ago)      13m
kyc-service-858cc454fb-2wbjz            0/1     Running            6 (2m47s ago)   13m
notification-service-7b66cd6f8f-dzk5x   0/1     Running            6 (2m45s ago)   13m
admin-service-86864d7fc4-ddhv7          0/1     Running            6 (2m43s ago)   13m
kyc-service-858cc454fb-2wbjz            0/1     Error              6 (3m51s ago)   14m
user-service-6bc99c8d97-dktts           0/1     Running            7 (5m4s ago)    15m
kyc-service-858cc454fb-2wbjz            0/1     CrashLoopBackOff   6 (13s ago)     14m
notification-service-7b66cd6f8f-dzk5x   0/1     Error              6 (3m53s ago)   15m
admin-service-86864d7fc4-ddhv7          0/1     Error              6 (3m53s ago)   14m
notification-service-7b66cd6f8f-dzk5x   0/1     CrashLoopBackOff   6 (14s ago)     15m
user-service-6bc99c8d97-dktts           0/1     Error              7 (5m26s ago)   15m
admin-service-86864d7fc4-ddhv7          0/1     CrashLoopBackOff   6 (10s ago)     15m
user-service-6bc99c8d97-dktts           0/1     CrashLoopBackOff   7 (15s ago)     15m
rewards-service-df546b9c7-f79j6         0/1     Running            7 (5m10s ago)   15m
rewards-service-df546b9c7-f79j6         0/1     Error              7 (5m41s ago)   16m
rewards-service-df546b9c7-f79j6         0/1     CrashLoopBackOff   7 (8s ago)      16m
transaction-service-5445767f6b-9xfzc    0/1     Running            7 (5m4s ago)    17m
transaction-service-5445767f6b-9xfzc    0/1     Error              7 (5m48s ago)   18m
wallet-service-667f6fd6fd-gptb4         0/1     Running            7 (5m13s ago)   18m
transaction-service-5445767f6b-9xfzc    0/1     CrashLoopBackOff   7 (11s ago)     18m
payment-service-6cc97f568c-p4s6c        0/1     Running            7 (5m10s ago)   18m
wallet-service-667f6fd6fd-gptb4         0/1     Error              7 (6m5s ago)    19m
wallet-service-667f6fd6fd-gptb4         0/1     CrashLoopBackOff   7 (12s ago)     19m
payment-service-6cc97f568c-p4s6c        0/1     Error              7 (5m59s ago)   19m
payment-service-6cc97f568c-p4s6c        0/1     CrashLoopBackOff   7 (8s ago)      19m
kyc-service-858cc454fb-2wbjz            0/1     Running            7 (5m11s ago)   19m
notification-service-7b66cd6f8f-dzk5x   0/1     Running            7 (5m8s ago)    20m
admin-service-86864d7fc4-ddhv7          0/1     Running            7 (5m11s ago)   20m
user-service-6bc99c8d97-dktts           0/1     Running            8 (5m9s ago)    20m
user-service-6bc99c8d97-dktts           0/1     Error              8 (5m31s ago)   20m
user-service-6bc99c8d97-dktts           0/1     CrashLoopBackOff   8 (4s ago)      21m
kyc-service-858cc454fb-2wbjz            0/1     Error              7 (6m16s ago)   20m
kyc-service-858cc454fb-2wbjz            0/1     CrashLoopBackOff   7 (1s ago)      20m
rewards-service-df546b9c7-f79j6         0/1     Running            8 (5m11s ago)   21m
notification-service-7b66cd6f8f-dzk5x   0/1     Error              7 (6m17s ago)   21m
notification-service-7b66cd6f8f-dzk5x   0/1     CrashLoopBackOff   7 (11s ago)     21m
admin-service-86864d7fc4-ddhv7          0/1     Error              7 (6m16s ago)   21m
admin-service-86864d7fc4-ddhv7          0/1     CrashLoopBackOff   7 (12s ago)     21m
rewards-service-df546b9c7-f79j6         0/1     Error              8 (5m43s ago)   21m
rewards-service-df546b9c7-f79j6         0/1     CrashLoopBackOff   8 (6s ago)      22m
transaction-service-5445767f6b-9xfzc    0/1     Running            8 (5m13s ago)   23m
transaction-service-5445767f6b-9xfzc    0/1     Error              8 (5m55s ago)   23m
transaction-service-5445767f6b-9xfzc    0/1     CrashLoopBackOff   8 (6s ago)      24m
wallet-service-667f6fd6fd-gptb4         0/1     Running            8 (5m6s ago)    24m
payment-service-6cc97f568c-p4s6c        0/1     Running            8 (5m6s ago)    24m
wallet-service-667f6fd6fd-gptb4         0/1     Error              8 (5m55s ago)   24m
wallet-service-667f6fd6fd-gptb4         0/1     CrashLoopBackOff   8 (3s ago)      25m
payment-service-6cc97f568c-p4s6c        0/1     Error              8 (5m57s ago)   25m
payment-service-6cc97f568c-p4s6c        0/1     CrashLoopBackOff   8 (11s ago)     25m
user-service-6bc99c8d97-dktts           0/1     Running            9 (5m14s ago)   26m
kyc-service-858cc454fb-2wbjz            0/1     Running            8 (5m7s ago)    25m
notification-service-7b66cd6f8f-dzk5x   0/1     Running            8 (5m2s ago)    26m
user-service-6bc99c8d97-dktts           0/1     Error              9 (5m35s ago)   26m
admin-service-86864d7fc4-ddhv7          0/1     Running            8 (5m3s ago)    26m
user-service-6bc99c8d97-dktts           0/1     CrashLoopBackOff   9 (9s ago)      26m
rewards-service-df546b9c7-f79j6         0/1     Running            9 (5m9s ago)    27m
kyc-service-858cc454fb-2wbjz            0/1     Error              8 (6m11s ago)   26m
kyc-service-858cc454fb-2wbjz            0/1     CrashLoopBackOff   8 (10s ago)     27m
notification-service-7b66cd6f8f-dzk5x   0/1     Error              8 (6m9s ago)    27m
rewards-service-df546b9c7-f79j6         0/1     Error              9 (5m39s ago)   27m
notification-service-7b66cd6f8f-dzk5x   0/1     CrashLoopBackOff   8 (8s ago)      27m
rewards-service-df546b9c7-f79j6         0/1     CrashLoopBackOff   9 (7s ago)      27m
admin-service-86864d7fc4-ddhv7          0/1     Error              8 (6m11s ago)   27m
admin-service-86864d7fc4-ddhv7          0/1     CrashLoopBackOff   8 (4s ago)      27m
transaction-service-5445767f6b-9xfzc    0/1     Running            9 (5m4s ago)    28m
transaction-service-5445767f6b-9xfzc    0/1     Error              9 (5m47s ago)   29m
transaction-service-5445767f6b-9xfzc    0/1     CrashLoopBackOff   9 (13s ago)     29m
wallet-service-667f6fd6fd-gptb4         0/1     Running            9 (5m10s ago)   30m
payment-service-6cc97f568c-p4s6c        0/1     Running            9 (5m11s ago)   30m
wallet-service-667f6fd6fd-gptb4         0/1     Error              9 (6m ago)      30m
wallet-service-667f6fd6fd-gptb4         0/1     CrashLoopBackOff   9 (3s ago)      31m
payment-service-6cc97f568c-p4s6c        0/1     Error              9 (6m ago)      31m
payment-service-6cc97f568c-p4s6c        0/1     CrashLoopBackOff   9 (12s ago)     31m
user-service-6bc99c8d97-dktts           0/1     Running            10 (5m11s ago)   31m
user-service-6bc99c8d97-dktts           0/1     Error              10 (5m33s ago)   32m
user-service-6bc99c8d97-dktts           0/1     CrashLoopBackOff   10 (13s ago)     32m
kyc-service-858cc454fb-2wbjz            0/1     Running            9 (5m11s ago)    32m
rewards-service-df546b9c7-f79j6         0/1     Running            10 (5m5s ago)    32m
notification-service-7b66cd6f8f-dzk5x   0/1     Running            9 (5m16s ago)    32m
admin-service-86864d7fc4-ddhv7          0/1     Running            9 (5m9s ago)     32m
rewards-service-df546b9c7-f79j6         0/1     Error              10 (5m37s ago)   33m
rewards-service-df546b9c7-f79j6         0/1     CrashLoopBackOff   10 (11s ago)     33m
kyc-service-858cc454fb-2wbjz            0/1     Error              9 (6m20s ago)    33m
kyc-service-858cc454fb-2wbjz            0/1     CrashLoopBackOff   9 (11s ago)      33m
notification-service-7b66cd6f8f-dzk5x   0/1     Error              9 (6m25s ago)    33m
notification-service-7b66cd6f8f-dzk5x   0/1     CrashLoopBackOff   9 (4s ago)       34m
admin-service-86864d7fc4-ddhv7          0/1     Error              9 (6m18s ago)    33m
admin-service-86864d7fc4-ddhv7          0/1     CrashLoopBackOff   9 (7s ago)       33m
transaction-service-5445767f6b-9xfzc    0/1     Running            10 (5m12s ago)   34m
transaction-service-5445767f6b-9xfzc    0/1     Error              10 (5m54s ago)   35m
transaction-service-5445767f6b-9xfzc    0/1     CrashLoopBackOff   10 (6s ago)      35m
wallet-service-667f6fd6fd-gptb4         0/1     Running            10 (5m6s ago)    36m
payment-service-6cc97f568c-p4s6c        0/1     Running            10 (5m5s ago)    36m
wallet-service-667f6fd6fd-gptb4         0/1     Error              10 (5m56s ago)   36m
wallet-service-667f6fd6fd-gptb4         0/1     CrashLoopBackOff   10 (7s ago)      37m
user-service-6bc99c8d97-dktts           0/1     Running            11 (5m12s ago)   37m
payment-service-6cc97f568c-p4s6c        0/1     Error              10 (5m55s ago)   37m
payment-service-6cc97f568c-p4s6c        0/1     CrashLoopBackOff   10 (11s ago)     37m
user-service-6bc99c8d97-dktts           0/1     Error              11 (5m35s ago)   37m
user-service-6bc99c8d97-dktts           0/1     CrashLoopBackOff   11 (3s ago)      37m
rewards-service-df546b9c7-f79j6         0/1     Running            11 (5m14s ago)   38m
kyc-service-858cc454fb-2wbjz            0/1     Running            10 (5m5s ago)    38m
rewards-service-df546b9c7-f79j6         0/1     Error              11 (5m45s ago)   38m
rewards-service-df546b9c7-f79j6         0/1     CrashLoopBackOff   11 (7s ago)      39m
notification-service-7b66cd6f8f-dzk5x   0/1     Running            10 (5m11s ago)   39m
admin-service-86864d7fc4-ddhv7          0/1     Running            10 (5m15s ago)   38m
kyc-service-858cc454fb-2wbjz            0/1     Error              10 (6m11s ago)   39m
kyc-service-858cc454fb-2wbjz            0/1     CrashLoopBackOff   10 (2s ago)      39m
notification-service-7b66cd6f8f-dzk5x   0/1     Error              10 (6m20s ago)   40m
notification-service-7b66cd6f8f-dzk5x   0/1     CrashLoopBackOff   10 (5s ago)      40m
admin-service-86864d7fc4-ddhv7          0/1     Error              10 (6m23s ago)   39m
admin-service-86864d7fc4-ddhv7          0/1     CrashLoopBackOff   10 (5s ago)      40m
transaction-service-5445767f6b-9xfzc    0/1     Running            11 (5m12s ago)   40m
transaction-service-5445767f6b-9xfzc    0/1     Error              11 (5m53s ago)   41m
transaction-service-5445767f6b-9xfzc    0/1     CrashLoopBackOff   11 (13s ago)     41m
wallet-service-667f6fd6fd-gptb4         0/1     Running            11 (5m10s ago)   42m
payment-service-6cc97f568c-p4s6c        0/1     Running            11 (5m6s ago)    42m
user-service-6bc99c8d97-dktts           0/1     Running            12 (5m16s ago)   42m
wallet-service-667f6fd6fd-gptb4         0/1     Error              11 (6m2s ago)    42m
wallet-service-667f6fd6fd-gptb4         0/1     CrashLoopBackOff   11 (6s ago)      43m
user-service-6bc99c8d97-dktts           0/1     Error              12 (5m38s ago)   43m
user-service-6bc99c8d97-dktts           0/1     CrashLoopBackOff   12 (6s ago)      43m
payment-service-6cc97f568c-p4s6c        0/1     Error              11 (5m58s ago)   43m
payment-service-6cc97f568c-p4s6c        0/1     CrashLoopBackOff   11 (12s ago)     43m
